,0
32,"Oct. ,  - The great white shark won a bid for protection Tuesday as parties to a global wildlife treaty determined the world #;s most ferocious deep-sea predator was under threat from excessive and unregulated trade."
33,"Sony and blue-laser diode maker Nichia have developed a component that they say is vital to realizing support for Blu-ray Disc and DVD discs in portable devices, they announced this week."
34,"In cargo pants and a gray T-shirt, flanked by a couple of friends, Andy Roddick could have been a frat boy on the way to the movies."
35,"MacCentral - As soon as Apple announced its iPod U Special Edition model, clad in black and with a red Click Wheel, peripheral maker Griffin Technology Inc. announced its matching iTrip-Black FM Transmitter, a device that enables the iPod to play its music over a nearby FM receiver. On Tuesday Griffin announced it's shipping the new iTrip-Black. The iTrip-Black costs US #;."
36,"Now that Notre Dame has fired Tyrone Willingham, that #;s how many black head coaches there are at America #;s  Division IA universities."
37,"US technology stocks ended up slightly on Friday, lifted by a higher sales forecast from bellwether Intel Corp. (INTC.O: Quote, Profile, Research) , while a disappointing jobs report capped blue-chip gains."
38,"NAJAF, Iraq - U.S. and Iraqi forces battled militants Tuesday in Najaf, sending plumes of black smoke over the holy city, as Iraq's government warned fighters loyal to a radical cleric to abandon their weekslong standoff inside the Imam Ali Shrine or face attack..."
39,"After three weeks of near-perfection in the red zone, the Philadelphia Eagles finally faltered Sunday in Chicago against the Bears."
40,"For  years, the Mets have been a relatively white team reflecting the suburbs. Now, with Omar Minaya and Pedro Martinez, talent and desire speak Spanish."
41,"Torrential rains hit the region this week and floods submerged more than , houses and brought traffic to a standstill. A disaster management official from the coastal province of Quang Ngai says a red "
42,"named Swift for its fast pivoting and pointing -- launched this weekend will detect and analyze gamma ray bursts, which astronomers believe represent the birth cries of black holes."
43,"Reuters - Parked neatly side by side in a\quiet clearing in the heart of Africa's largest rainforest, the\two bright yellow bulldozers look absurdly out of place."
44,Phil Mickelson has a green jacket in his closet to remind him this has been a great year. It just might not seem that way right now.
45,"NEW YORK : US blue chips ended lower on Monday on higher oil prices and an analyst downgrade of pharmaceutical giant Pfizer; but techs managed a small gain, helped by an upgrade for Apple Computer."
46,"Reuters - The abrupt removal of the nest\belonging to Pale Male, a famous red-tailed hawk who lived on a\tony Manhattan apartment building, had bird lovers up in arms\on Thursday and demanding his home be restored."
47, LONDON (Reuters) - When Colin Montgomerie's final putt  plopped into the cup of the th green at Oakland Hills on  Sunday it clinched a remarkable Ryder Cup triumph and soothed  the Scot's personal anguish.
48,"From the th green at Oakland Hills to an Irish bar in Detroit, where Padraig Harrington met up with his cousin, Joey, the quarterback of the Detroit Loins who also won on Sunday "
49,"The European Commission has given the green light to the proposed Oracle acquisition of PeopleSoft, European Union Competition commissioner Mario Monti said."
50,"Tiger Woods turned in his most complete round of a difficult year, missing only two fairways and one green in closing with a -under-par  for a two-shot victory over Ireland #;s Padraig Harrington in the Target World "
51,Reuters - Millions of people in the Americas\stayed up on Wednesday to observe a total lunar eclipse that\bathed the moon in a coppery red glow and gave scientists a\chance to study the Earth's atmosphere.
52,"With a green light from Congress, NASA is moving swiftly to carry out President George W. Bush #;s ambitious plan to return robots and humans to the moon and eventually to Mars."
53,"MANILA (Dow Jones)--Philippines shares closed at a new -month high Monday, lifted by steady investor interest in key blue chips, particularly telecommunications stocks."
54,"ST. GEORGE'S, Grenada - Hurricane Ivan made a direct hit on Grenada, killing at least three people as it turned concrete homes into piles of rubble and hurled the island's landmark red zinc roofs through the air..."
55,Runners who finish Sunday #;s Olympic marathon will be watched over by a -year-old white-haired Englishman who established the still-unbroken course record  years ago.
56,Reports say Israeli PM Ariel Sharon has given the green light to new homes in West Bank settlements.
57,Most of the turkeys gracing the nation #;s dinner tables today have been selectively bred for their white meat for so many generations that simply walking can be a problem for many of the big-breasted birds and sex is no longer 
58,"Looking for ways to satisfy a growing need for power and reduce pollution, China is turning to wind power, along with other green alternatives. By Stephen Leahy."
59,"Charles Burnett was ringing a bell in front of the Wal-Mart in Fairmount. It was Burnetts first day, but the Salvation Army has stationed volunteers by red kettles for more than a hundred years."
60,"AP - Western Mexico's ""Volcano of Fire"" unleashed a towering column of smoke and ash Friday, after ropes of burning, orange lava poured from its peak overnight."
61,"French is one of the common languages spoken around the sparkling blue pool at the David Intercontinental in Tel Aviv, along the sandy beaches of Netanya and Eilat and the hotel lobbies of Jerusalem this summer."
62,"The presence of a particular type of hematite, a mineral mostly associated with water, along with large, sandy areas, indicates that the red planet once had water, said Robert Denise, a scientist at the Jet Propulsion Laboratory and a member of the flight "
63,Utah Coach Urban Meyer is a man whose brown eyes boil with intensity. He subscribes to the football adage of taking one game at a time as if it were a directive from Scripture.
64,"THE US space agency has given a green light for the resumption of space shuttle flights in May , more than two years after seven astronauts died in the mid-air disintegration of space shuttle Columbia."
65,Federal agencies have new hints to guide them to green ovals in the e-government column on their quarterly Office of Management and Budget scorecards.
66,"WASHINGTON: The United States said on Friday it will adhere to its international obligations on anti-dumping efforts, after the World Trade Organization gave seven trading powers, including the European Union, a final green light to levy multimillion "
67,"LOS ANGELES - Courtney Love pleaded innocent Friday to a felony assault charge for allegedly attacking a woman with a liquor bottle at her ex-boyfriend's home in April.    The mercurial rocker, wearing a long black dress, was composed in court, responding to Los Angeles Superior Court Commissioner Dennis Mulcahy's questions with ""yes"" or ""no."" Outside, she appeared shaken while talking with reporters..."
68,AP - Researchers are going scuba diving in Lake Michigan later this month to try to learn why an increasing amount of stinky green algae is accumulating on the shore.
69," BUDAPEST (Reuters) - Hungary on Wednesday ordered food  retailers to withdraw all products containing paprika, the  fiery red spice that is an essential ingredient in the  Hungarian national dish, goulash."
70,"com. Almost by accident, NASA #;s Mars rover Opportunity has found a rock that may point to a second water event in the red planet #;s past."
71,French environmentalists condemn hunters who shot one of the last female brown bears in the Pyrenees.
72,Kern County -- The first privately funded rocket to reach space completed the first half of a \$ million flight competition Wednesday by soaring to an altitude of  miles -- but only after enduring a white-knuckle series of barrel rolls.
73,The Financial Times today won its action to strike out a record .m libel damages claim from City brokers Collins Stewart that could have closed down the pink paper.
74,\\I've blogged before  about how to setup your Sprint vision phone with their\mythware (which is a perfect word for / of Sprints product line) Vision IP\services.\\Most recent phones are capable of acting as a USB modem when connected to your\favorite laptop.\\There are a few tricks involved and its mostly a black art.  To that end I'll\quickly review whats necessary to configure Linux .. with a Nokia i.\\* Hardware *\\The first step is to get the right hardware.  First off don't start with Sprint.\They won't acknowledge that this is even possible.  \\The only hardware required is a Sprint connected cell phone with support for\their Vision data service.\\An additional USB cable is req ...\\
75,"Hundreds of schoolchildren have gathered outside India #;s Taj Mahal, releasing heart-shaped balloons and setting free white pigeons to mark the th birthday of the world #;s most famous monument of love."
76,"Visteon Corp. is offering its , white-collar employees \$, cash bonuses to buy Ford Motor Co. vehicles and boost its largest customer and former parent company in its "
77,"On days like yesterday, gloomy, gray late afternoons by the lake, UCLA used to come out and play the part of the powder-blue preppies from Westwood."
78,The first film to be shot entirely against a blue screen boasts a striking visual style and deft references to adventure classics. But ultimately it's a bland tale. Jason Silverman reviews Sky Captain and the World of Tomorrow.
79,"Michigan State looked like a bunch of shamrocks in their green jerseys, pants and helmets, but it couldn #;t take the luck of the Irish away from Notre Dame Saturday night in Spartan Stadium."
80,"BEIJING: China has given the green signal for direct investment of insurance capital in the stock market under strict supervision, the State media reported today."
81,"AFP - Sales of new US homes plunged in July for the second straight month, data showed, a sign of chillier demand cooling the once red-hot market."
82,"The great white shark, African rhinos and the American bald eagle are among the animals and fauna that will take center stage at an international conference on regulating trade in endangered species that opens Saturday."
83,"DURBAN, South Africa -- South Africa beat Australia - to regain the Tri-nations title after a five-year break. Percy Montgomery and wing Breyton Paulse received yellow cards which put the Springboks under "
84,"It looks as if the planets really are in line for the Red Sox this time. A lunar eclipse is due to start less than an hour before the Sox and St. Louis Cardinals play the fourth game of the World Series tonight. If skies are clear, the moon over Busch Stadium will be blood red in ..."
85,"EUGENE -- Recreational vehicle maker Country Coach has announced plans to hire  to  workers by the end of the year, the latest sign of the red-hot RV market."
86,"British black scientists are vastly under-represented in their chosen field, says a leading commentator."
87,LLEYTON HEWITT continued his red-hot run to reach his fifth straight US Open quarter-final at Flushing Meadows today. Australia #;s  champion obliterated unseeded Slovak Karol Beck - - - in hr min 
88,Television has been something of a great white whale for Microsoft. The company has tried to sell WebTV and build software for TVs and cable boxes.
89," NEW YORK (Reuters) - U.S. stocks surged on Tuesday, as  battered insurers rose on confidence a probe of the industry  would end quickly, helping blue chips snap a -day streak of  losses."
90,"Kmart Holding Corp. may have found its best  quot;Blue Light Special quot; ever: retailing rival Sears Roebuck  amp; Co. Still, many experts questioned whether the \$ billion buyout would keep the blue lights flashing "
91,"When Napier man Matthew White moved to the Caribbean to work seven months ago, he expected an idyllic paradise with plenty of sun, palm trees, beautiful lagoons, and white sand beaches, however he never planned for one of the storms of the century."
92,"Florida will have the smallest orange crop in a decade after a series of hurricanes blew fruit off trees and flooded groves in the state that produces  percent of the nation's citrus, a federal forecast released yesterday shows."
93,SPACE.com - Evidence is mounting that \  the time-weathered red planet was once a warm and water-rich world. And a Mars \  awash with water gives rise to that globe possibly being fit for habitation \  in its past - and perhaps a distant dwelling for life today.
94,WASHINGTON -- The black eye that goalkeeper Matt Reis was sporting as he stared down the next DC United penalty kick taker told the story.
95,"Sony is continuing development of its Memory Stick format, with a new high-speed variety due out this fall. Backward compatible with existing devices, it will be recognizable by a red and white color scheme."
96,"BLOOMFIELD TOWNSHIP, Mich. - For the first time in three days at the Ryder Cup, there was plenty of red on the scoreboard - as in American red, white and blue..."
97,SAN FRANCISCO Selectively breeding turkeys for their white meat over so many generations has led to some health care problems for America #;s favorite holiday meal.
98,US blue chips edged down on Tuesday as oil jumped to another record and government data on the services sector showed that growth was slower than expected last month.
99,"AP - It starts on the South Lawn, where a white-gloved Marine snaps a morning salute to President Bush as he strides toward his helicopter. Minutes later, the president turns to wave from the doorway of Air Force One."
100,"Check Point CEO Gil Shwed, dressed in his usual black shirt and smiling as his custom, had every reason to be cheerful at yesterday #;s press conference."
101,Italian soccer players wore black armbands on their uniforms during the Olympic bronze-medal game against Iraq on Friday in honor of an Italian journalist killed by Iraqi militants.
102,"As polls suggest gains for President Bush among black voters, Democrats are trying to solidify their bloc."
103,"Wearing a white windbreaker to protect him from the Siberian wind, Prime Minister Junichiro Koizumi stood on the bridge of a Japanese Coast Guard patrol boat on Thursday "
104,"Cleveland, OH -- LeBron James had  points, seven rebounds and seven assists and became the youngest player in NBA history to score , points, as the red-hot Cleveland Cavaliers pasted the Chicago Bulls, -, at Gund Arena."
105,"The Spanish football federation were facing renewed and sustained criticism last night over the racist chanting directed at England #;s black players - Ashley Cole, Rio Ferdinand and "
106,"Florida will have the smallest orange crop in a decade after a series of hurricanes blew fruit off trees and flooded groves in the state that produces  percent of the nation #;s citrus, a federal forecast released Tuesday shows."
107,"KIEV -- Lawmakers fought over and failed to pass legal reforms aimed at ensuring a fair rematch of Ukraine's fraudulent presidential runoff, accusing each other yesterday of acting in bad faith as several thousand orange-clad protesters besieged parliament and chanted,  quot;Parasites! Parasites! quot;"
108,"US blue chips rose on Thursday, led by tobacco stocks, while technology share were under pressure by a warning from Applied Materials Inc."
109," NEW YORK (Reuters) - U.S. blue chips fell on Wednesday as a  steep decline in commodity prices and lower crude oil dented  shares of Alcoa Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote""&gt;AA.N&lt;/A&gt; and Exxon Mobil Corp.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=XOM.N target=/stocks/quickinfo/fullquote""&gt;XOM.N&lt;/A&gt;,  outweighing strong earnings from McDonald's Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MCD.N target=/stocks/quickinfo/fullquote""&gt;MCD.N&lt;/A&gt;."
110,"JACKSONVILLE - The players pinned buttons to their Gator blue wind suits that read:  quot;Another level. quot;. They wore gray T-shirts with the words  quot;Pride Out quot; on the front and  quot;Coaches, Team, Family, quot; on the back."
111,"HIGH above white-walled, seven-hilled Amman, in the heart of the Jordanian royal palace compound, a national flag flies in the desert breeze."
112,"On a near balmy day, the red-and-green confetti and Christmas carols seemed out of place, but Salvation Army officials hoped their plea Thursday for \$. million in financial assistance rang true."
113," NEW YORK (Reuters) - U.S. blue chips closed near the  unchanged mark on Thursday in ultra-light volume, but  technology stocks slipped lower after a broker cut its growth  forecast on the semiconductor industry."
114,"Equipped with bells and the familiar red kettles, local Salvation Army volunteers and clients will hit the streets this weekend for the agency #;s annual kettle campaign."
115,AP - The St. Louis Cardinals are - at Busch Stadium this postseason and are looking for some hometown cheering to help carry them to their first victory against the red-hot Boston Red Sox in Game  of the World Series on Tuesday.
116,"ATHENS - Gold, silver and bronze are the only colors that should matter in these Olympics, but too many see the world in black and white."
117,"THE image of soldiers dressed as the Ku Klux Klan betrayed the Australian Army #;s commitment to a  quot;fair go quot; and destroyed the memory of black and white soldiers who fought together in war, the Department of Defence said yesterday."
118,"The sounds of tinkling bells could be heard above the bustle of the Farmers Market on the Long Beach Promenade, leading shoppers to a row of bright red tin kettles dotting a pathway Friday."
119,"When cities run out of valuable real estate, planners look up. The search for green space is no exception."
120,"BAGHDAD, Iraq - A series of strong explosions shook central Baghdad near dawn Sunday, and columns of thick black smoke rose from the Green Zone where U.S. and Iraqi government offices are located..."
121," NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday,  as investors shrugged off record crude oil prices and bought  beaten-down shares, pushing blue chips to close above ,  for the first time in  weeks."
122,"Ad agencies were given federally financed slush funds in order to cut through red tape and speed up the awarding of grants, according to the former head of the federal sponsorship program."
123," NEW YORK/SAN FRANCISCO (Reuters) - Google Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.OQ target=/stocks/quickinfo/fullquote""&gt;GOOG.OQ&lt;/A&gt; on  Wednesday got the green light to go ahead with a downsized  version of its much-hyped initial public offering, meaning its  shares could debut on Nasdaq as soon as Thursday."
124,"AP - Researchers put a satellite tracking device on a -foot shark that appeared to be lost in shallow water off Cape Cod, the first time a great white has been tagged that way in the Atlantic."
125,"Juliana Sasaki didn #;t bother checking out Sony Corp. #;s digital music player in Tokyo before buying her green iPod mini. I knew Sony and other companies had MP players, but they can "
126,"Forget foosball. Just like the  designers and engineers at IDEO, the firm has to work. The black foam cubes hanging from the ceiling are playful, but they also muffle sound. Spandex eye screens, looking like kites floating above individual work spaces, shield works-in-progress from passersby. Lumasite panels set on wheels, not quite transparent, provide privacy when needed -- then ..."
127,"Glasgow, Scotland (Sports Network) - Rangers striker Nacho Novo won his appeal against a red card Friday and will be eligible to play in the Old Firm derby on Saturday."
128,"Another grandstand finish earned Europe #;s Ryder Cup talisman Colin Montgomerie a standing ovation from the th green gallery, this time at the Duke #;s Course in The Heritage tournament on Thursday."
129,"DOLPHINS herded four swimmers together then scared off a great white shark which had moved in for the kill. The ft predator circled as lifeguard Ron Howes, his daughter Niccy, , and two of her friends took a dip."
130," NEW YORK (Reuters) - U.S. technology stocks fell in light  trading on Thursday after a brokerage cut its forecast for the  semiconductor industry, while blue chips were flat as a  continued drop in oil prices eased investor worries."
131,"In a move that defies logic, a vision for the future and good taste, baseball owners voted unanimously to extend the contract of commissioner Bud Selig through . As a baseball fan, this makes me want to lower the blinds, wear black and listen to my ..."
132,"Nagpur: One-Test down, two to go, a batting line-up thats out-of-form, a famous but as-yet-untested recovering elbow, a fully recharged Australian team and a nice, hard, green wicket."
133,"JAKARTA (Dow Jones)--Indonesian shares ended marginally lower Monday as investors, mostly local retails, took profit in select blue chips that rose in the previous seven sessions, dealers said."
134," TOKYO (Reuters) - The Nikkei average was flat in  mid-morning trade on Wednesday, bolstered by bargain-hunting of  a number of blue-chip stocks after U.S. stocks showed  resilience despite a rise in oil prices to new highs."
135,"Lagos - Nigeria #;s main umbrella union would go ahead with a general strike today amid confusion over the whereabouts of its leader following his detention by security agents, the blue-collar Nigeria Labour Congress (NLC) said yesterday."
136,"THESSALONIKI, Greece - With Abby Wambach out with a suspension after receiving two yellow cards Sunday against Brazil, the US soccer team came together and grabbed the lead early in their game against Australia on Tuesday afternoon. "
137,AFP - Holger Apfel cuts a clean look in his Miami Vice-style white suit and black T-shirt and is the new image of a German far-right that is likely to cause an upset in Sunday's state elections.
138,"washingtonpost.com - Secretary of State Colin L. Powell said for the first time yesterday that genocide has taken place in Sudan and that the government in Khartoum and government-sponsored Arab militias known as Janjaweed ""bear responsibility"" for rapes, killings and other abuses that have left . million black Africans homeless."
139,"The Moab Music Festival takes the outdoor concert to the extreme by ferrying musicians, guests and instruments into a red-rock grotto."
140," quot;The country was one black robe, quot; said early explorers on the North American continent as they surveyed the herds of buffalo."
141,"&lt;strong&gt;Cash'n'Carrion&lt;/strong&gt; Lots of lovely, warm, black shirts"
142,"US blue chips were knocked lower on Friday by a profit warning from aluminum maker Alcoa Inc. , but tech stocks gained after a judge rejected a government bid to block a takeover of PeopleSoft Inc."
143,Andre Stolz wondered what his caddie was doing when he took the flag out of the th hole and began carrying it off the green. Turns out his caddie was better with numbers than he was.
144,"Reuters - A U.N. conference endorsed on Tuesday a\proposal to slap controls on trade in the ocean's most feared\predator, the great white shark of ""Jaws"" fame."
145,The European Commission gives US software giant Oracle the green light for its takeover of US rival Peoplesoft.
146,"A   recent report  filed by the Associated Press contained a startling bit of information:      About  percent of the ,-plus delegates and alternates to the convention in New York are veterans, organizers said Monday. An additional  percent are active military personnel.      This report was   displayed prominently  on the Republican National  Committee's website, and   lauded gleefully  by the fine folks at Free Republic, among others    As it turns out though, it's actually not such a good thing to have active-duty military anywhere near a political convention - if you value your democracy.  In fact, up until just a few days before the convention, it was quite illegal for active-duty military even to attend.  And yet, there it was in black and white.  Active duty military members were not only attending, but participating as delegates in the RNC.  How could this happen?    "
147," NEW YORK (Reuters) - U.S. blue chips were lower on Tuesday,  as a drop in phone company Verizon Communications Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VZ.N target=/stocks/quickinfo/fullquote""&gt;VZ.N&lt;/A&gt;  overshadowed a brokerage upgrade on Caterpillar Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAT.N target=/stocks/quickinfo/fullquote""&gt;CAT.N&lt;/A&gt;  and a three-session drop in oil prices."
148,"SHANGHAI -- Walk into the access-controlled room full of software developers at Bleum Inc.'s headquarters here and you can't miss the slogan written in large blue and black letters that stretches across the far wall: ""Protect our customer."""
149,"A suspected Russian gangster and phisherman, caught red-handed with \$, worth of stolen goods and \$, cash, has been charged in the US on several counts of identity and credit card fraud."
150,"Time Warner Inc. (TWX.N: Quote, Profile, Research) said on Monday its America Online Internet unit, once seen as the company #;s red-headed stepchild, could contribute some of the company #;s most explosive revenue growth."
151,"A red car will start on pole as usual, but the probability that Ferrari will end the season with yet another win, their th in  races, is not quite as grim as it sounds."
152,CHICAGO -- Two companies famous for blue-light specials and monstrous catalogs are joining forces to become the third-largest retailer in the United States.
153,Shareholders in South Africa's biggest banking group Standard Bank agree to sell a  stake to black investors.
154,"When the state doesn't allow companies to charge sufficient interest legally, the black market fills the void."
155,"NEW YORK -- Wearing the traditional black-and-white checked headdress that Yasser Arafat had made his personal trademark, Linda Sarasour, a Palestinian-American who works in a part of Brooklyn with many Arab residents, yesterday described the controversial leader as ''our Martin Luther King. quot;"
156,"The Toronto stock market posted a small gain today, pushed higher by the gold sector, but drug company Merck  amp; Co. took the Dow Jones industrial average into the red after taking its arthritis drug Vioxx off the market."
157,Nasa #;s fastest-swivelling space probe ever built -- Swift -- roared into the orbit aiming to explore the violent celestial explosions which may bestow black holes the birth cries.
158," ATHENS (Reuters) - In a feat that would have made ancient  alchemists green with envy, Chile's Fernando Gonzalez and  Nicolas Massu turned sweat, tears and raw desire into solid  gold at the Olympic Games."
159,"Singapores white-collar crime unit on Friday launched an investigation into the financial scandal at China Aviation Oil (CAO), the Chinese jet-fuel importer that revealed this week the loss of US\$ million in derivatives trading."
160,"NewsFactor - Over the course of this series, CRM Daily is looking at areas that tend to develop into financial black holes for companies launching or updating a CRM project."
161,The FBI #;s Salt Lake City office said Friday that Utah #;s high rate of mortgage fraud has become the focus of its campaign to combat a host of white-collar crimes committed against financial institutions.
162,"Khartoum - War in western Sudan #;s Darfur province is often called a clash between Arab herders and African farmers, but it #;s not that simple: Combatants on both sides are largely black Africans, for example, and the divide between them is more about "
163,"US technology stocks gained on Thursday after bellwether Nokia raised its earnings forecast, but blue chips slipped as oil prices climbed almost \$ per barrel, increasing concerns about future corporate profits."
164,The Wall Street Journal is reporting that Vodafone has given Verizon Wireless the green-light to make a bid to buy Sprint.  quot;Verizon Communications Inc.
165,Bad news for Shrek fans--a certain green ogre will not be emerging from his swamp anytime in the near future. On the heels of Pixar and Disney #;s decision to push back the release of Cars from 
166,"The lights at Athens #; Olympic stadium turn red to signify the handover of the Paralympic Games to the host city, Beijing. Photo: AFP."
167,"Prso, whose forehead was swathed in a white bandage, was ready to come on to replace Thompson in the th minute after the striker had gritted his teeth to head a cross over."
168,AP - Haute cuisine is going green in a program that recycles restaurant and household food scraps into high-grade compost for Northern California farms and vineyards.
169,You don #;t need to buy a new black and red limited edition U iPod to get your hands on the collection of the Irish band #;s tunes designed to accompany it.
170,"The blue-chip Hang Seng Index rose . points, or . percent, to ,.. On Friday, the index had slipped . points, or . percent."
171,"An expected spike in mortgage rates was supposed to cool off the red-hot housing market, but that spike failed to happen, and real estate sales remained strong in July both locally and nationally, according to reports released yesterday."
172," NEW YORK (Reuters) - U.S. blue-chips ended slightly lower  on Wednesday after Honeywell International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HON.N target=/stocks/quickinfo/fullquote""&gt;HON.N&lt;/A&gt; and  J.P. Morgan Chase   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.N target=/stocks/quickinfo/fullquote""&gt;JPM.N&lt;/A&gt; disappointed investors with  quarterly reports, and high oil prices rekindled worries about  the impact on corporate profit margins."
173,"After more than  years at Europe #;s doorstep, Turkey Tuesday eagerly awaited the European Commission #;s green light to begin membership talks with the European Union -- but with some strings attached."
174,SINGAPORE : Asian share prices opened on a soft note on Monday as blue chips came under selling pressure amid growing worries over higher oil prices.
175,"Ilford Imaging, the world's largest producer of black and white camera film, is up for sale after going into administration."
176,"When Derek Jeter was a -year-old shortstop for Single A Tampa, manager Jake Gibbs watched him play a few games and gave Jeter the green light on the bases. Gibbs trusted Jeter's instincts so much that he was comfortable letting him decide when he should try and steal."
177," NEW YORK (Reuters) - U.S. blue chips ended lower on Monday  as a disappointing sales forecast from Wal-Mart Stores Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&lt;/A&gt; cast a pall over sentiment, overshadowing a two-session  pullback in oil prices."
178,"Florida's hurricane-damaged orange and grapefruit crop will be even smaller than originally estimated, officials said Friday, raising the prospect of higher prices for orange juice at supermarkets and an even greater scarcity of grapefruit juice."
